student_id,age,math_score,science_score,english_score,city,gender,grade,study_hours
441,21.0,11.0,91.0,65.0,Kathmandu,Other,A,7.0
442,16.0,58.0,12.0,50.0,Bhaktapur,Other,B,9.0
443,15.0,36.0,30.0,74.0,Kathmandu,Male,D,7.0
444,18.0,60.0,77.0,76.0,Pokhara,Male,A,2.0
445,22.0,42.0,19.0,9.0,Bhaktapur,Female,A,6.0
446,16.0,69.0,17.0,13.0,Bhaktapur,Female,D,6.0
447,17.0,38.0,92.0,81.0,Lalitpur,Female,B,9.0
448,15.0,55.0,59.0,50.0,Lalitpur,Male,B,5.0
449,15.0,62.0,62.0,72.0,Kathmandu,Other,D,6.0
450,17.0,45.0,5.0,38.0,Bhaktapur,Other,B,1.0
451,19.0,87.0,31.0,27.0,Lalitpur,Female,A,8.0
452,,,,,,,D,
453,15.0,61.0,42.0,83.0,Lalitpur,Other,A,9.0
454,15.0,76.0,1.0,69.0,Lalitpur,Female,C,0.0
455,22.0,97.0,59.0,26.0,Bhaktapur,Other,C,0.0
456,24.0,24.0,22.0,1.0,Bhaktapur,Other,B,2.0
457,16.0,70.0,82.0,92.0,Biratnagar,Male,C,2.0
458,17.0,51.0,30.0,37.0,Pokhara,Male,A,0.0
459,16.0,3.0,4.0,2.0,Bhaktapur,Other,C,6.0
460,17.0,58.0,82.0,15.0,Kathmandu,Female,A,3.0
461,21.0,71.0,33.0,93.0,Pokhara,Male,B,9.0
462,15.0,19.0,9.0,39.0,Pokhara,Other,B,1.0
463,24.0,92.0,88.0,1.0,Bhaktapur,Male,A,9.0
464,22.0,62.0,1.0,80.0,Pokhara,Male,C,4.0
465,24.0,53.0,10.0,40.0,Bhaktapur,Male,B,5.0
466,24.0,73.0,49.0,11.0,Lalitpur,Other,D,8.0
467,24.0,97.0,30.0,34.0,Biratnagar,Female,B,3.0
468,16.0,56.0,55.0,64.0,Lalitpur,Female,C,1.0
469,17.0,89.0,78.0,54.0,Bhaktapur,Female,D,4.0
470,23.0,40.0,72.0,44.0,Bhaktapur,Male,C,2.0
471,21.0,2.0,86.0,78.0,Lalitpur,Other,A,1.0
472,18.0,5.0,82.0,89.0,Kathmandu,Male,D,0.0
473,24.0,4.0,8.0,84.0,Kathmandu,Female,C,9.0
474,19.0,4.0,98.0,61.0,Kathmandu,Female,D,1.0
475,16.0,53.0,20.0,48.0,Bhaktapur,Other,C,5.0
476,22.0,46.0,72.0,94.0,Pokhara,Male,D,7.0
477,18.0,86.0,27.0,24.0,Bhaktapur,Female,C,2.0
478,23.0,48.0,61.0,22.0,Pokhara,Other,A,8.0
479,19.0,8.0,6.0,23.0,Lalitpur,Male,D,8.0
480,23.0,98.0,79.0,37.0,Biratnagar,Male,D,1.0
481,18.0,19.0,15.0,27.0,Pokhara,Female,D,7.0
482,24.0,60.0,96.0,20.0,Kathmandu,Female,D,9.0
483,19.0,34.0,3.0,53.0,Bhaktapur,Male,A,4.0
484,23.0,49.0,3.0,17.0,Lalitpur,Male,D,3.0
485,22.0,81.0,39.0,35.0,Kathmandu,Female,B,9.0
486,17.0,61.0,16.0,98.0,Lalitpur,Male,A,4.0
487,15.0,16.0,51.0,44.0,Biratnagar,Female,B,3.0
488,17.0,87.0,92.0,72.0,Bhaktapur,Male,D,7.0
489,18.0,2.0,51.0,52.0,Bhaktapur,Female,C,3.0
490,16.0,31.0,35.0,29.0,Biratnagar,Other,B,9.0
491,15.0,98.0,37.0,59.0,Bhaktapur,Female,D,5.0
492,21.0,12.0,49.0,97.0,Pokhara,Female,B,1.0
493,22.0,88.0,62.0,31.0,Lalitpur,Other,D,4.0
494,,,,,,,D,
495,19.0,67.0,61.0,66.0,Biratnagar,Other,D,4.0
496,15.0,13.0,98.0,27.0,Pokhara,Female,C,1.0
497,21.0,97.0,6.0,43.0,Kathmandu,Male,B,6.0
498,21.0,10.0,26.0,78.0,Kathmandu,Other,A,3.0
499,23.0,55.0,91.0,40.0,Biratnagar,Male,A,7.0
500,,,,,,,A,
501,23.0,91.0,13.0,22.0,Kathmandu,Other,A,6.0
502,15.0,28.0,70.0,74.0,Kathmandu,Male,D,8.0
503,15.0,8.0,85.0,47.0,Pokhara,Other,B,0.0
504,18.0,66.0,4.0,31.0,Bhaktapur,Female,B,9.0
505,23.0,24.0,54.0,56.0,Kathmandu,Male,C,5.0
506,20.0,97.0,1.0,99.0,Lalitpur,Female,B,5.0
507,17.0,75.0,61.0,32.0,Pokhara,Female,B,5.0
508,15.0,41.0,90.0,23.0,Kathmandu,Male,B,5.0
509,18.0,8.0,20.0,38.0,Biratnagar,Other,C,9.0
510,23.0,78.0,78.0,33.0,Lalitpur,Male,A,6.0
511,17.0,39.0,20.0,55.0,Kathmandu,Female,B,9.0
512,23.0,24.0,9.0,27.0,Lalitpur,Female,C,5.0
513,21.0,4.0,86.0,36.0,Lalitpur,Other,C,0.0
514,,,,,,,D,
515,17.0,58.0,38.0,67.0,Lalitpur,Female,C,1.0
516,24.0,97.0,4.0,36.0,Bhaktapur,Female,A,5.0
517,19.0,87.0,64.0,55.0,Pokhara,Female,B,7.0
518,19.0,78.0,12.0,64.0,Bhaktapur,Other,C,2.0
519,17.0,37.0,84.0,64.0,Biratnagar,Female,A,9.0
520,23.0,71.0,89.0,46.0,Kathmandu,Female,C,7.0
521,18.0,4.0,84.0,19.0,Pokhara,Male,C,7.0
522,,,,,,,C,
523,,,,,,,C,
524,19.0,17.0,44.0,73.0,Bhaktapur,Female,C,5.0
525,21.0,69.0,31.0,59.0,Kathmandu,Male,A,4.0
526,23.0,36.0,35.0,17.0,Bhaktapur,Other,B,8.0
527,21.0,59.0,80.0,91.0,Lalitpur,Other,B,6.0
528,,,,,,,B,
529,24.0,76.0,59.0,42.0,Pokhara,Other,B,0.0
530,24.0,27.0,10.0,94.0,Kathmandu,Other,A,1.0
531,21.0,68.0,62.0,90.0,Bhaktapur,Other,D,7.0
532,24.0,76.0,20.0,10.0,Kathmandu,Other,D,8.0
533,19.0,80.0,51.0,48.0,Kathmandu,Other,A,3.0
534,17.0,39.0,54.0,37.0,Lalitpur,Male,A,9.0
535,21.0,44.0,25.0,63.0,Lalitpur,Other,C,9.0
536,16.0,95.0,67.0,68.0,Pokhara,Other,C,8.0
537,23.0,61.0,33.0,7.0,Biratnagar,Other,C,3.0
538,24.0,92.0,51.0,33.0,Kathmandu,Female,B,9.0
539,24.0,57.0,81.0,47.0,Biratnagar,Male,C,9.0
540,15.0,66.0,98.0,55.0,Pokhara,Male,D,9.0
541,20.0,55.0,92.0,75.0,Kathmandu,Male,B,8.0
542,21.0,39.0,51.0,64.0,Kathmandu,Other,C,6.0
543,,,,,,,B,
544,,,,,,,D,
545,23.0,90.0,41.0,49.0,Lalitpur,Male,C,3.0
546,16.0,76.0,20.0,68.0,Bhaktapur,Other,D,7.0
547,24.0,32.0,41.0,29.0,Biratnagar,Male,D,6.0
548,16.0,5.0,12.0,87.0,Lalitpur,Female,D,6.0
549,,,,,,,C,
550,,,,,,,A,
551,20.0,79.0,8.0,74.0,Kathmandu,Male,C,4.0
552,17.0,39.0,40.0,44.0,Bhaktapur,Other,D,1.0
553,22.0,91.0,0.0,3.0,Lalitpur,Other,C,1.0
554,15.0,96.0,1.0,25.0,Lalitpur,Female,D,0.0
555,20.0,58.0,59.0,26.0,Lalitpur,Other,A,4.0
556,18.0,58.0,47.0,45.0,Bhaktapur,Female,B,1.0
557,15.0,47.0,28.0,63.0,Pokhara,Male,A,3.0
558,21.0,40.0,96.0,90.0,Bhaktapur,Female,A,2.0
559,23.0,12.0,9.0,50.0,Biratnagar,Male,B,2.0
560,18.0,44.0,57.0,49.0,Bhaktapur,Female,C,1.0
561,18.0,88.0,59.0,5.0,Lalitpur,Other,B,5.0
562,20.0,52.0,20.0,58.0,Kathmandu,Other,C,1.0
563,17.0,41.0,27.0,14.0,Bhaktapur,Female,C,7.0
564,20.0,99.0,74.0,29.0,Bhaktapur,Other,D,7.0
565,21.0,62.0,33.0,41.0,Lalitpur,Other,D,4.0
566,24.0,26.0,7.0,36.0,Kathmandu,Other,B,9.0
567,24.0,37.0,58.0,41.0,Kathmandu,Male,A,6.0
568,17.0,59.0,85.0,34.0,Biratnagar,Other,B,3.0
569,21.0,6.0,71.0,86.0,Bhaktapur,Male,C,0.0
570,17.0,4.0,48.0,5.0,Kathmandu,Female,D,1.0
571,,,,,,,B,
572,24.0,57.0,16.0,17.0,Pokhara,Other,B,9.0
573,18.0,30.0,59.0,72.0,Pokhara,Other,D,3.0
574,22.0,22.0,86.0,28.0,Kathmandu,Female,D,0.0
575,23.0,41.0,87.0,76.0,Biratnagar,Male,D,7.0
576,21.0,9.0,44.0,58.0,Kathmandu,Male,C,8.0
577,15.0,31.0,82.0,46.0,Lalitpur,Other,D,3.0
578,17.0,52.0,68.0,16.0,Bhaktapur,Female,A,9.0
579,,,,,,,B,
580,15.0,38.0,43.0,21.0,Lalitpur,Female,D,1.0
581,23.0,30.0,64.0,67.0,Biratnagar,Female,D,4.0
582,22.0,81.0,86.0,68.0,Lalitpur,Female,C,2.0
583,15.0,99.0,7.0,36.0,Bhaktapur,Male,C,9.0
584,20.0,1.0,76.0,48.0,Bhaktapur,Male,B,6.0
585,,,,,,,A,
586,20.0,76.0,86.0,33.0,Lalitpur,Other,B,0.0
587,24.0,92.0,42.0,85.0,Pokhara,Female,D,7.0
588,19.0,11.0,0.0,52.0,Lalitpur,Other,A,1.0
589,20.0,38.0,50.0,86.0,Pokhara,Female,A,4.0
590,,,,,,,A,
591,,,,,,,A,
592,18.0,12.0,23.0,41.0,Pokhara,Male,B,1.0
593,17.0,45.0,16.0,97.0,Lalitpur,Female,C,8.0
594,17.0,26.0,4.0,31.0,Lalitpur,Female,C,4.0
595,18.0,16.0,19.0,50.0,Bhaktapur,Female,D,9.0
596,23.0,94.0,20.0,84.0,Lalitpur,Male,C,5.0
597,16.0,97.0,57.0,45.0,Kathmandu,Female,C,2.0
598,23.0,59.0,30.0,20.0,Biratnagar,Male,C,2.0
599,15.0,63.0,99.0,43.0,Pokhara,Other,C,9.0
600,15.0,87.0,10.0,10.0,Biratnagar,Female,D,7.0
601,19.0,34.0,51.0,67.0,Bhaktapur,Female,B,9.0
602,,,,,,,A,
603,20.0,82.0,82.0,91.0,Pokhara,Other,C,1.0
604,17.0,29.0,6.0,62.0,Kathmandu,Female,B,1.0
605,,,,,,,C,
606,23.0,73.0,50.0,98.0,Lalitpur,Male,C,5.0
607,24.0,95.0,57.0,12.0,Kathmandu,Female,A,1.0
608,22.0,97.0,4.0,97.0,Kathmandu,Female,A,4.0
609,20.0,62.0,4.0,10.0,Biratnagar,Other,A,6.0
610,22.0,27.0,93.0,99.0,Biratnagar,Other,C,9.0
611,19.0,59.0,95.0,50.0,Biratnagar,Other,C,9.0
612,22.0,78.0,7.0,16.0,Kathmandu,Female,C,7.0
613,24.0,93.0,63.0,98.0,Lalitpur,Other,A,6.0
614,18.0,36.0,9.0,81.0,Pokhara,Other,D,7.0
615,24.0,92.0,37.0,85.0,Biratnagar,Male,B,8.0
616,22.0,21.0,95.0,23.0,Lalitpur,Other,D,4.0
617,24.0,67.0,91.0,18.0,Bhaktapur,Male,C,4.0
618,,,,,,,C,
619,19.0,95.0,94.0,84.0,Pokhara,Other,D,3.0
620,23.0,99.0,7.0,7.0,Bhaktapur,Male,C,8.0
621,18.0,67.0,24.0,27.0,Bhaktapur,Female,B,4.0
622,,,,,,,C,
623,15.0,63.0,65.0,16.0,Biratnagar,Other,B,9.0
624,23.0,16.0,78.0,35.0,Kathmandu,Female,D,7.0
625,15.0,11.0,49.0,18.0,Pokhara,Male,D,6.0
626,19.0,21.0,66.0,63.0,Pokhara,Female,C,7.0
627,,,,,,,B,
628,17.0,9.0,35.0,97.0,Bhaktapur,Other,C,3.0
629,20.0,64.0,67.0,10.0,Lalitpur,Male,A,4.0
630,16.0,21.0,77.0,53.0,Kathmandu,Other,A,5.0
631,17.0,89.0,40.0,44.0,Biratnagar,Female,A,0.0
632,19.0,81.0,88.0,46.0,Biratnagar,Other,A,3.0
633,23.0,49.0,61.0,11.0,Lalitpur,Male,C,9.0
634,16.0,13.0,9.0,20.0,Pokhara,Other,A,4.0
635,24.0,63.0,20.0,10.0,Kathmandu,Female,B,6.0
636,22.0,46.0,35.0,91.0,Biratnagar,Male,D,4.0
637,,,,,,,D,
638,19.0,75.0,90.0,80.0,Pokhara,Male,A,6.0
639,21.0,35.0,1.0,55.0,Lalitpur,Other,A,7.0
640,22.0,98.0,12.0,19.0,Kathmandu,Male,A,6.0
641,15.0,51.0,52.0,40.0,Lalitpur,Male,C,3.0
642,20.0,75.0,31.0,45.0,Lalitpur,Other,D,7.0
643,15.0,6.0,94.0,11.0,Kathmandu,Female,A,4.0
644,16.0,28.0,15.0,69.0,Kathmandu,Other,B,9.0
645,15.0,10.0,31.0,16.0,Biratnagar,Male,A,8.0
646,19.0,32.0,31.0,18.0,Biratnagar,Other,D,9.0
647,24.0,5.0,97.0,25.0,Kathmandu,Male,A,4.0
648,23.0,78.0,10.0,47.0,Bhaktapur,Other,D,0.0
649,20.0,31.0,9.0,51.0,Biratnagar,Other,A,8.0
650,15.0,50.0,14.0,95.0,Bhaktapur,Female,B,4.0
651,15.0,74.0,16.0,69.0,Kathmandu,Male,A,5.0
652,16.0,57.0,39.0,54.0,Biratnagar,Female,B,3.0
653,,,,,,,B,
654,17.0,25.0,54.0,74.0,Kathmandu,Other,A,7.0
655,15.0,97.0,72.0,32.0,Pokhara,Male,B,2.0
656,19.0,45.0,24.0,61.0,Bhaktapur,Female,C,4.0
657,21.0,97.0,58.0,87.0,Kathmandu,Female,A,1.0
658,20.0,28.0,77.0,22.0,Kathmandu,Female,A,1.0
659,15.0,3.0,88.0,14.0,Biratnagar,Male,B,6.0
660,19.0,80.0,21.0,26.0,Biratnagar,Female,B,9.0
661,,,,,,,A,
662,20.0,12.0,83.0,63.0,Pokhara,Female,C,9.0
663,,,,,,,B,
664,19.0,14.0,43.0,50.0,Kathmandu,Other,B,3.0
665,21.0,28.0,31.0,52.0,Biratnagar,Male,D,4.0
666,19.0,28.0,50.0,77.0,Lalitpur,Male,C,0.0
667,19.0,74.0,45.0,90.0,Biratnagar,Female,C,6.0
668,19.0,31.0,20.0,81.0,Pokhara,Other,A,7.0
669,24.0,1.0,98.0,91.0,Lalitpur,Female,C,8.0
670,24.0,46.0,31.0,50.0,Kathmandu,Female,A,7.0
671,17.0,77.0,93.0,46.0,Kathmandu,Other,D,4.0
672,15.0,83.0,38.0,3.0,Bhaktapur,Other,C,2.0
673,19.0,21.0,11.0,6.0,Lalitpur,Other,B,9.0
674,23.0,74.0,46.0,34.0,Bhaktapur,Male,D,8.0
675,15.0,26.0,17.0,47.0,Lalitpur,Male,A,5.0
676,17.0,66.0,20.0,72.0,Lalitpur,Female,D,4.0
677,18.0,80.0,12.0,71.0,Pokhara,Male,A,2.0
678,15.0,55.0,20.0,44.0,Bhaktapur,Other,D,5.0
679,,,,,,,A,
680,,,,,,,C,
681,16.0,20.0,6.0,96.0,Kathmandu,Female,B,5.0
682,22.0,46.0,22.0,95.0,Lalitpur,Female,A,3.0
683,21.0,79.0,95.0,71.0,Pokhara,Male,D,1.0
684,24.0,58.0,74.0,18.0,Bhaktapur,Female,A,7.0
685,24.0,83.0,85.0,62.0,Bhaktapur,Female,A,3.0
686,16.0,5.0,21.0,37.0,Pokhara,Female,A,8.0
687,20.0,18.0,88.0,66.0,Bhaktapur,Other,D,6.0
688,,,,,,,B,
689,17.0,68.0,91.0,68.0,Kathmandu,Male,C,3.0
690,16.0,2.0,28.0,12.0,Kathmandu,Other,B,4.0
691,15.0,0.0,12.0,46.0,Kathmandu,Female,A,2.0
692,20.0,57.0,81.0,60.0,Bhaktapur,Other,D,8.0
693,,,,,,,B,
694,23.0,14.0,28.0,79.0,Lalitpur,Other,A,1.0
695,15.0,33.0,84.0,95.0,Lalitpur,Female,C,2.0
696,21.0,60.0,78.0,21.0,Kathmandu,Female,C,8.0
697,19.0,34.0,51.0,92.0,Biratnagar,Male,C,6.0
698,19.0,63.0,26.0,85.0,Lalitpur,Other,A,1.0
699,16.0,24.0,49.0,42.0,Lalitpur,Other,D,8.0
700,17.0,23.0,94.0,66.0,Bhaktapur,Other,B,3.0
701,21.0,11.0,78.0,53.0,Biratnagar,Female,C,8.0
702,20.0,17.0,22.0,9.0,Kathmandu,Male,A,1.0
703,16.0,14.0,87.0,41.0,Lalitpur,Other,A,9.0
704,20.0,79.0,43.0,63.0,Biratnagar,Female,B,3.0
705,16.0,26.0,76.0,20.0,Biratnagar,Female,C,4.0
706,16.0,71.0,21.0,79.0,Kathmandu,Female,A,1.0
707,16.0,59.0,42.0,75.0,Biratnagar,Other,B,9.0
708,17.0,45.0,36.0,65.0,Biratnagar,Other,D,0.0
709,16.0,88.0,60.0,40.0,Biratnagar,Other,D,6.0
710,18.0,16.0,96.0,23.0,Lalitpur,Other,D,9.0
711,23.0,92.0,55.0,34.0,Kathmandu,Other,C,0.0
712,20.0,52.0,2.0,55.0,Biratnagar,Other,B,7.0
713,15.0,7.0,62.0,29.0,Biratnagar,Other,B,2.0
714,22.0,78.0,18.0,56.0,Lalitpur,Other,A,9.0
715,,,,,,,A,
716,24.0,45.0,28.0,46.0,Bhaktapur,Female,A,6.0
717,17.0,49.0,29.0,34.0,Lalitpur,Other,B,9.0
718,15.0,70.0,38.0,18.0,Kathmandu,Male,A,0.0
719,19.0,2.0,24.0,7.0,Biratnagar,Female,B,5.0
720,18.0,92.0,7.0,25.0,Kathmandu,Other,B,6.0
721,24.0,63.0,57.0,70.0,Kathmandu,Male,D,5.0
722,22.0,43.0,15.0,29.0,Kathmandu,Other,A,3.0
723,15.0,52.0,71.0,6.0,Bhaktapur,Male,D,0.0
724,24.0,23.0,0.0,66.0,Kathmandu,Male,C,8.0
725,15.0,59.0,4.0,64.0,Bhaktapur,Male,C,3.0
726,18.0,2.0,2.0,35.0,Biratnagar,Male,C,6.0
727,22.0,19.0,64.0,24.0,Bhaktapur,Female,B,6.0
728,19.0,45.0,3.0,36.0,Biratnagar,Female,B,1.0
729,16.0,14.0,98.0,0.0,Biratnagar,Male,B,0.0
730,20.0,24.0,95.0,14.0,Bhaktapur,Other,A,7.0
731,19.0,93.0,63.0,36.0,Lalitpur,Male,D,7.0
732,16.0,77.0,97.0,12.0,Pokhara,Female,B,6.0
733,17.0,70.0,88.0,7.0,Kathmandu,Other,D,7.0
734,23.0,16.0,9.0,4.0,Pokhara,Female,D,2.0
735,21.0,83.0,20.0,59.0,Kathmandu,Female,D,1.0
736,21.0,99.0,45.0,72.0,Kathmandu,Other,A,6.0
737,20.0,8.0,90.0,0.0,Biratnagar,Male,A,7.0
738,,,,,,,C,
739,18.0,47.0,65.0,34.0,Kathmandu,Male,C,9.0
740,22.0,59.0,40.0,65.0,Bhaktapur,Male,D,8.0
741,,,,,,,C,
742,,,,,,,D,
743,23.0,1.0,35.0,8.0,Kathmandu,Other,A,2.0
744,17.0,87.0,85.0,33.0,Biratnagar,Female,A,5.0
745,17.0,71.0,89.0,45.0,Bhaktapur,Other,A,0.0
746,16.0,10.0,57.0,77.0,Bhaktapur,Male,B,5.0
747,24.0,63.0,53.0,3.0,Lalitpur,Female,D,1.0
748,17.0,76.0,11.0,29.0,Kathmandu,Male,A,8.0
749,17.0,80.0,80.0,94.0,Biratnagar,Male,D,1.0
750,19.0,71.0,77.0,74.0,Bhaktapur,Other,C,6.0
751,19.0,20.0,13.0,98.0,Bhaktapur,Other,C,0.0
752,16.0,17.0,33.0,71.0,Biratnagar,Male,A,6.0
753,24.0,93.0,52.0,2.0,Kathmandu,Male,D,4.0
754,,,,,,,A,
755,19.0,81.0,74.0,59.0,Bhaktapur,Other,C,3.0
756,20.0,94.0,15.0,76.0,Lalitpur,Female,A,9.0
757,15.0,37.0,94.0,44.0,Pokhara,Female,D,6.0
758,19.0,31.0,69.0,95.0,Kathmandu,Female,C,5.0
759,23.0,10.0,55.0,33.0,Pokhara,Male,B,4.0
760,24.0,44.0,82.0,44.0,Pokhara,Female,C,3.0
761,16.0,88.0,57.0,60.0,Pokhara,Female,B,6.0
762,,,,,,,A,
763,24.0,40.0,3.0,15.0,Kathmandu,Other,A,4.0
764,23.0,7.0,19.0,65.0,Biratnagar,Other,D,0.0
765,,,,,,,B,
766,23.0,85.0,23.0,16.0,Lalitpur,Male,A,4.0
767,23.0,50.0,98.0,33.0,Biratnagar,Other,B,2.0
768,20.0,87.0,25.0,15.0,Biratnagar,Female,A,1.0
769,22.0,40.0,36.0,59.0,Pokhara,Female,C,3.0
770,15.0,16.0,84.0,65.0,Biratnagar,Male,A,3.0
771,24.0,75.0,53.0,65.0,Bhaktapur,Female,D,3.0
772,18.0,45.0,20.0,89.0,Lalitpur,Other,C,3.0
773,15.0,31.0,73.0,12.0,Biratnagar,Male,D,2.0
774,22.0,78.0,37.0,55.0,Bhaktapur,Other,C,6.0
775,15.0,79.0,45.0,30.0,Bhaktapur,Other,B,8.0
776,17.0,53.0,3.0,33.0,Bhaktapur,Other,D,4.0
777,18.0,85.0,59.0,38.0,Bhaktapur,Female,A,3.0
778,22.0,91.0,56.0,66.0,Pokhara,Female,B,1.0
779,20.0,19.0,44.0,7.0,Bhaktapur,Other,A,1.0
780,24.0,32.0,19.0,86.0,Pokhara,Other,C,4.0
781,21.0,73.0,16.0,77.0,Pokhara,Male,C,6.0
782,22.0,39.0,70.0,54.0,Bhaktapur,Male,A,9.0
783,16.0,31.0,3.0,26.0,Lalitpur,Female,A,9.0
784,24.0,96.0,92.0,92.0,Bhaktapur,Female,B,8.0
785,22.0,1.0,13.0,52.0,Bhaktapur,Male,A,6.0
786,17.0,96.0,2.0,38.0,Bhaktapur,Other,D,4.0
787,21.0,32.0,87.0,64.0,Lalitpur,Female,D,9.0
788,,,,,,,A,
789,21.0,29.0,57.0,29.0,Kathmandu,Male,D,9.0
790,16.0,32.0,54.0,52.0,Pokhara,Female,A,5.0
791,24.0,76.0,3.0,12.0,Pokhara,Female,B,2.0
792,20.0,25.0,23.0,20.0,Lalitpur,Male,D,4.0
793,17.0,21.0,33.0,18.0,Biratnagar,Female,D,7.0
794,17.0,65.0,29.0,52.0,Kathmandu,Male,A,0.0
795,23.0,37.0,81.0,18.0,Pokhara,Female,D,0.0
796,21.0,89.0,18.0,56.0,Kathmandu,Male,C,6.0
797,19.0,45.0,30.0,24.0,Lalitpur,Female,B,4.0
798,24.0,14.0,59.0,85.0,Lalitpur,Other,B,4.0
799,21.0,97.0,59.0,30.0,Biratnagar,Other,D,0.0
800,23.0,43.0,18.0,80.0,Biratnagar,Other,D,8.0
801,15.0,48.0,48.0,54.0,Lalitpur,Female,C,0.0
802,21.0,74.0,62.0,22.0,Pokhara,Female,C,4.0
803,20.0,60.0,82.0,31.0,Kathmandu,Other,D,9.0
804,24.0,66.0,21.0,61.0,Bhaktapur,Other,D,8.0
805,23.0,5.0,23.0,73.0,Biratnagar,Male,C,3.0
806,15.0,8.0,75.0,9.0,Bhaktapur,Male,A,7.0
807,18.0,5.0,29.0,99.0,Pokhara,Male,C,5.0
808,23.0,72.0,57.0,71.0,Biratnagar,Other,A,2.0
809,18.0,94.0,30.0,53.0,Bhaktapur,Other,B,3.0
810,24.0,31.0,99.0,51.0,Pokhara,Other,B,1.0
811,17.0,40.0,63.0,19.0,Kathmandu,Male,C,0.0
812,,,,,,,A,
813,16.0,7.0,47.0,13.0,Biratnagar,Other,C,0.0
814,18.0,71.0,44.0,49.0,Lalitpur,Female,C,0.0
815,20.0,49.0,99.0,27.0,Kathmandu,Female,A,3.0
816,16.0,91.0,93.0,52.0,Bhaktapur,Female,C,9.0
817,22.0,61.0,54.0,23.0,Biratnagar,Male,B,9.0
818,22.0,83.0,54.0,78.0,Lalitpur,Female,D,5.0
819,15.0,61.0,96.0,21.0,Pokhara,Other,D,8.0
820,17.0,6.0,17.0,29.0,Lalitpur,Male,C,0.0
821,,,,,,,A,
822,23.0,83.0,91.0,3.0,Biratnagar,Other,A,9.0
823,19.0,79.0,46.0,76.0,Lalitpur,Male,B,4.0
824,20.0,3.0,74.0,58.0,Pokhara,Other,A,7.0
825,18.0,5.0,56.0,86.0,Lalitpur,Other,A,6.0
826,24.0,57.0,44.0,7.0,Biratnagar,Male,B,3.0
827,,,,,,,C,
828,22.0,25.0,16.0,11.0,Bhaktapur,Female,D,5.0
829,20.0,2.0,69.0,30.0,Bhaktapur,Other,B,5.0
830,19.0,40.0,3.0,77.0,Kathmandu,Female,C,8.0
831,23.0,59.0,19.0,33.0,Biratnagar,Other,B,4.0
832,15.0,13.0,46.0,81.0,Bhaktapur,Male,C,7.0
833,19.0,74.0,90.0,97.0,Lalitpur,Male,B,4.0
834,20.0,81.0,14.0,74.0,Pokhara,Other,C,1.0
835,19.0,11.0,69.0,75.0,Lalitpur,Male,B,5.0
836,20.0,86.0,46.0,48.0,Pokhara,Other,C,8.0
837,20.0,11.0,77.0,78.0,Bhaktapur,Male,B,2.0
838,,,,,,,D,
839,18.0,24.0,8.0,94.0,Lalitpur,Other,D,0.0
840,22.0,44.0,89.0,92.0,Lalitpur,Female,A,2.0
841,21.0,18.0,15.0,25.0,Lalitpur,Female,C,9.0
842,23.0,54.0,68.0,17.0,Pokhara,Other,B,4.0
843,21.0,99.0,60.0,95.0,Bhaktapur,Female,C,2.0
844,17.0,44.0,9.0,85.0,Lalitpur,Other,D,8.0
845,17.0,7.0,49.0,37.0,Lalitpur,Female,C,7.0
846,22.0,92.0,2.0,80.0,Kathmandu,Other,B,2.0
847,19.0,52.0,76.0,86.0,Kathmandu,Other,C,8.0
848,18.0,54.0,93.0,87.0,Bhaktapur,Male,B,5.0
849,22.0,31.0,69.0,49.0,Bhaktapur,Other,D,6.0
850,20.0,50.0,80.0,7.0,Biratnagar,Other,D,3.0
851,16.0,43.0,50.0,40.0,Kathmandu,Female,D,3.0
852,18.0,81.0,18.0,5.0,Biratnagar,Other,A,1.0
853,18.0,69.0,41.0,68.0,Pokhara,Male,D,4.0
854,20.0,17.0,34.0,43.0,Biratnagar,Female,C,7.0
855,20.0,82.0,45.0,63.0,Lalitpur,Female,A,6.0
856,15.0,21.0,25.0,28.0,Biratnagar,Male,D,6.0
857,22.0,36.0,68.0,27.0,Bhaktapur,Female,C,5.0
858,20.0,95.0,92.0,10.0,Pokhara,Female,C,2.0
859,17.0,55.0,63.0,64.0,Lalitpur,Female,C,4.0
860,,,,,,,B,
861,16.0,2.0,83.0,8.0,Pokhara,Male,A,6.0
862,22.0,27.0,48.0,26.0,Pokhara,Male,C,8.0
863,24.0,73.0,20.0,33.0,Lalitpur,Female,B,0.0
864,17.0,34.0,73.0,43.0,Biratnagar,Female,D,1.0
865,19.0,60.0,63.0,67.0,Pokhara,Male,C,2.0
866,20.0,92.0,4.0,99.0,Pokhara,Male,B,2.0
867,,,,,,,C,
868,20.0,62.0,69.0,14.0,Pokhara,Female,A,6.0
869,18.0,78.0,89.0,50.0,Kathmandu,Female,A,5.0
870,17.0,96.0,3.0,12.0,Biratnagar,Other,D,9.0
871,18.0,6.0,38.0,82.0,Biratnagar,Male,C,9.0
872,15.0,75.0,34.0,48.0,Biratnagar,Female,B,3.0
873,18.0,48.0,0.0,69.0,Bhaktapur,Male,D,8.0
874,15.0,93.0,23.0,55.0,Biratnagar,Female,C,0.0
875,15.0,84.0,56.0,75.0,Pokhara,Male,D,1.0
876,24.0,30.0,99.0,50.0,Lalitpur,Female,B,3.0
877,20.0,57.0,69.0,36.0,Kathmandu,Other,D,2.0
878,19.0,60.0,40.0,16.0,Bhaktapur,Other,D,0.0
879,18.0,23.0,53.0,57.0,Biratnagar,Male,D,4.0
880,,,,,,,C,
