student_id,age,math_score,science_score,english_score,city,gender,grade,study_hours,Average_Score,Total_Score,Result,Result_encoded
279,20.0,68.0,96.0,66.0,Pokhara,Male,B,8.0,76.66666666666667,230.0,pass,1
280,21.0,55.0,69.0,43.0,Pokhara,Male,D,4.0,55.666666666666664,167.0,pass,1
281,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
282,20.0,35.0,67.0,72.0,Pokhara,Female,D,5.0,58.0,174.0,pass,1
283,20.0,19.0,12.0,60.0,Kathmandu,Female,B,8.0,30.333333333333332,91.0,fail,0
284,17.0,82.0,48.0,8.0,Biratnagar,Female,C,7.0,46.0,138.0,pass,1
285,20.0,98.0,59.0,67.0,Biratnagar,Female,A,7.0,74.66666666666667,224.0,pass,1
286,22.0,80.0,1.0,34.0,Lalitpur,Male,B,7.0,38.333333333333336,115.0,fail,0
287,16.0,61.0,59.0,80.0,Lalitpur,Male,C,0.0,66.66666666666667,200.0,pass,1
288,19.0,97.0,4.0,97.0,Biratnagar,Other,B,0.0,66.0,198.0,pass,1
289,15.0,72.0,43.0,87.0,Kathmandu,Female,A,7.0,67.33333333333333,202.0,pass,1
290,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
291,19.0,65.0,31.0,64.0,Bhaktapur,Male,A,8.0,53.333333333333336,160.0,pass,1
292,17.0,72.0,20.0,7.0,Kathmandu,Other,B,1.0,33.0,99.0,fail,0
293,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
294,17.0,39.0,71.0,86.0,Pokhara,Other,B,7.0,65.33333333333333,196.0,pass,1
295,15.0,16.0,49.0,46.0,Biratnagar,Male,A,8.0,37.0,111.0,fail,0
296,15.0,0.0,66.0,39.0,Biratnagar,Male,D,3.0,35.0,105.0,fail,0
297,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
298,20.0,60.0,57.0,53.0,Bhaktapur,Female,B,0.0,56.666666666666664,170.0,pass,1
299,17.0,42.0,2.0,75.0,Lalitpur,Other,C,4.0,39.666666666666664,119.0,fail,0
300,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
301,19.0,24.0,69.0,46.0,Bhaktapur,Other,A,7.0,46.333333333333336,139.0,pass,1
302,22.0,38.0,1.0,14.0,Lalitpur,Other,B,9.0,17.666666666666668,53.0,fail,0
303,15.0,34.0,86.0,18.0,Kathmandu,Male,A,4.0,46.0,138.0,pass,1
304,19.0,2.0,43.0,25.0,Kathmandu,Female,D,4.0,23.333333333333332,70.0,fail,0
305,17.0,43.0,1.0,51.0,Bhaktapur,Other,C,1.0,31.666666666666668,95.0,fail,0
306,15.0,50.0,80.0,92.0,Lalitpur,Female,A,6.0,74.0,222.0,pass,1
307,18.0,93.0,34.0,21.0,Kathmandu,Female,A,7.0,49.333333333333336,148.0,pass,1
308,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
309,21.0,11.0,86.0,50.0,Pokhara,Other,B,0.0,49.0,147.0,pass,1
310,15.0,18.0,29.0,37.0,Pokhara,Male,A,1.0,28.0,84.0,fail,0
311,17.0,43.0,7.0,19.0,Kathmandu,Other,C,9.0,23.0,69.0,fail,0
312,16.0,58.0,21.0,28.0,Bhaktapur,Female,B,3.0,35.666666666666664,107.0,fail,0
313,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
314,24.0,60.0,57.0,3.0,Biratnagar,Male,C,1.0,40.0,120.0,pass,1
315,20.0,16.0,35.0,54.0,Kathmandu,Other,A,0.0,35.0,105.0,fail,0
316,24.0,73.0,68.0,70.0,Kathmandu,Female,D,8.0,70.33333333333333,211.0,pass,1
317,17.0,56.0,76.0,91.0,Kathmandu,Male,B,0.0,74.33333333333333,223.0,pass,1
318,22.0,54.0,92.0,27.0,Bhaktapur,Female,B,3.0,57.666666666666664,173.0,pass,1
319,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
320,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
321,20.0,61.0,54.0,75.0,Kathmandu,Other,C,7.0,63.333333333333336,190.0,pass,1
322,21.0,79.0,79.0,44.0,Lalitpur,Female,B,7.0,67.33333333333333,202.0,pass,1
323,16.0,87.0,61.0,66.0,Bhaktapur,Other,D,8.0,71.33333333333333,214.0,pass,1
324,24.0,82.0,29.0,85.0,Kathmandu,Female,B,4.0,65.33333333333333,196.0,pass,1
325,16.0,7.0,54.0,65.0,Lalitpur,Other,A,6.0,42.0,126.0,pass,1
326,24.0,94.0,15.0,87.0,Biratnagar,Female,B,2.0,65.33333333333333,196.0,pass,1
327,15.0,20.0,11.0,33.0,Kathmandu,Other,A,9.0,21.333333333333332,64.0,fail,0
328,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
329,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
330,23.0,79.0,11.0,0.0,Bhaktapur,Female,C,8.0,30.0,90.0,fail,0
331,20.0,69.0,7.0,71.0,Kathmandu,Male,B,9.0,49.0,147.0,pass,1
332,21.0,71.0,83.0,86.0,Biratnagar,Other,C,9.0,80.0,240.0,pass,1
333,24.0,24.0,2.0,37.0,Kathmandu,Female,D,0.0,21.0,63.0,fail,0
334,21.0,81.0,15.0,5.0,Biratnagar,Female,C,1.0,33.666666666666664,101.0,fail,0
335,24.0,88.0,29.0,85.0,Pokhara,Other,B,4.0,67.33333333333333,202.0,pass,1
336,17.0,11.0,22.0,24.0,Pokhara,Male,D,2.0,19.0,57.0,fail,0
337,16.0,14.0,91.0,81.0,Biratnagar,Other,A,1.0,62.0,186.0,pass,1
338,23.0,58.0,4.0,16.0,Bhaktapur,Other,B,0.0,26.0,78.0,fail,0
339,22.0,25.0,83.0,60.0,Kathmandu,Other,A,9.0,56.0,168.0,pass,1
340,24.0,25.0,64.0,11.0,Kathmandu,Female,D,2.0,33.333333333333336,100.0,fail,0
341,21.0,46.0,29.0,5.0,Pokhara,Male,B,0.0,26.666666666666668,80.0,fail,0
342,23.0,31.0,20.0,89.0,Biratnagar,Male,B,0.0,46.666666666666664,140.0,pass,1
343,18.0,9.0,83.0,26.0,Kathmandu,Other,D,0.0,39.333333333333336,118.0,fail,0
344,18.0,15.0,69.0,7.0,Kathmandu,Female,C,7.0,30.333333333333332,91.0,fail,0
345,15.0,70.0,21.0,82.0,Bhaktapur,Other,B,2.0,57.666666666666664,173.0,pass,1
346,22.0,16.0,81.0,64.0,Lalitpur,Female,B,0.0,53.666666666666664,161.0,pass,1
347,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
348,21.0,25.0,31.0,92.0,Pokhara,Female,C,9.0,49.333333333333336,148.0,pass,1
349,16.0,84.0,32.0,98.0,Lalitpur,Female,A,2.0,71.33333333333333,214.0,pass,1
350,16.0,85.0,15.0,39.0,Kathmandu,Male,A,7.0,46.333333333333336,139.0,pass,1
351,21.0,6.0,75.0,13.0,Bhaktapur,Female,C,3.0,31.333333333333332,94.0,fail,0
352,20.0,13.0,37.0,34.0,Bhaktapur,Female,C,3.0,28.0,84.0,fail,0
353,17.0,78.0,97.0,47.0,Pokhara,Other,D,4.0,74.0,222.0,pass,1
354,23.0,6.0,13.0,83.0,Bhaktapur,Other,C,5.0,34.0,102.0,fail,0
355,24.0,8.0,35.0,55.0,Lalitpur,Male,B,6.0,32.666666666666664,98.0,fail,0
356,20.0,47.0,96.0,48.0,Kathmandu,Other,C,3.0,63.666666666666664,191.0,pass,1
357,24.0,71.0,22.0,12.0,Lalitpur,Female,D,7.0,35.0,105.0,fail,0
358,24.0,58.0,65.0,60.0,Biratnagar,Other,D,5.0,61.0,183.0,pass,1
359,20.0,86.0,84.0,48.0,Pokhara,Male,D,0.0,72.66666666666667,218.0,pass,1
360,15.0,92.0,1.0,45.0,Bhaktapur,Other,C,0.0,46.0,138.0,pass,1
361,18.0,81.0,90.0,61.0,Biratnagar,Other,C,8.0,77.33333333333333,232.0,pass,1
362,24.0,94.0,72.0,7.0,Bhaktapur,Male,A,9.0,57.666666666666664,173.0,pass,1
363,20.0,93.0,64.0,42.0,Kathmandu,Male,A,5.0,66.33333333333333,199.0,pass,1
364,20.0,38.0,74.0,19.0,Kathmandu,Female,B,9.0,43.666666666666664,131.0,pass,1
365,19.0,98.0,66.0,96.0,Kathmandu,Other,A,7.0,86.66666666666667,260.0,pass,1
366,15.0,17.0,51.0,89.0,Bhaktapur,Female,B,6.0,52.333333333333336,157.0,pass,1
367,22.0,58.0,61.0,38.0,Biratnagar,Other,D,5.0,52.333333333333336,157.0,pass,1
368,19.0,16.0,22.0,84.0,Kathmandu,Other,A,3.0,40.666666666666664,122.0,pass,1
369,19.0,13.0,25.0,48.0,Biratnagar,Female,C,6.0,28.666666666666668,86.0,fail,0
370,21.0,30.0,67.0,63.0,Bhaktapur,Other,A,8.0,53.333333333333336,160.0,pass,1
371,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
372,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
373,18.0,59.0,5.0,8.0,Bhaktapur,Male,D,6.0,24.0,72.0,fail,0
374,17.0,44.0,34.0,87.0,Pokhara,Female,C,0.0,55.0,165.0,pass,1
375,21.0,97.0,21.0,36.0,Bhaktapur,Male,B,9.0,51.333333333333336,154.0,pass,1
376,22.0,2.0,42.0,48.0,Bhaktapur,Female,C,8.0,30.666666666666668,92.0,fail,0
377,18.0,36.0,14.0,40.0,Lalitpur,Female,C,3.0,30.0,90.0,fail,0
378,16.0,42.0,85.0,16.0,Kathmandu,Other,B,2.0,47.666666666666664,143.0,pass,1
379,24.0,39.0,59.0,87.0,Pokhara,Female,C,3.0,61.666666666666664,185.0,pass,1
380,17.0,89.0,11.0,20.0,Pokhara,Male,C,3.0,40.0,120.0,pass,1
381,15.0,54.0,48.0,50.0,Pokhara,Male,A,9.0,50.666666666666664,152.0,pass,1
382,22.0,86.0,41.0,58.0,Lalitpur,Male,C,1.0,61.666666666666664,185.0,pass,1
383,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
384,24.0,14.0,81.0,54.0,Kathmandu,Male,C,9.0,49.666666666666664,149.0,pass,1
385,21.0,3.0,44.0,40.0,Biratnagar,Female,C,0.0,29.0,87.0,fail,0
386,24.0,92.0,34.0,38.0,Bhaktapur,Male,B,7.0,54.666666666666664,164.0,pass,1
387,19.0,85.0,29.0,12.0,Lalitpur,Male,D,1.0,42.0,126.0,pass,1
388,24.0,24.0,87.0,63.0,Bhaktapur,Female,A,9.0,58.0,174.0,pass,1
389,19.0,12.0,29.0,10.0,Bhaktapur,Male,C,4.0,17.0,51.0,fail,0
390,21.0,81.0,77.0,18.0,Lalitpur,Other,C,3.0,58.666666666666664,176.0,pass,1
391,23.0,32.0,5.0,10.0,Pokhara,Female,B,7.0,15.666666666666666,47.0,fail,0
392,19.0,15.0,66.0,76.0,Pokhara,Female,D,1.0,52.333333333333336,157.0,pass,1
393,15.0,41.0,79.0,45.0,Kathmandu,Female,C,9.0,55.0,165.0,pass,1
394,24.0,65.0,6.0,44.0,Kathmandu,Other,B,8.0,38.333333333333336,115.0,fail,0
395,24.0,54.0,51.0,0.0,Pokhara,Female,A,6.0,35.0,105.0,fail,0
396,15.0,98.0,13.0,39.0,Biratnagar,Male,A,6.0,50.0,150.0,pass,1
397,16.0,41.0,72.0,18.0,Bhaktapur,Male,C,0.0,43.666666666666664,131.0,pass,1
398,20.0,33.0,14.0,75.0,Biratnagar,Male,C,1.0,40.666666666666664,122.0,pass,1
399,23.0,29.0,20.0,71.0,Bhaktapur,Female,D,3.0,40.0,120.0,pass,1
400,22.0,12.0,34.0,71.0,Pokhara,Male,D,3.0,39.0,117.0,fail,0
401,19.0,12.0,65.0,60.0,Kathmandu,Female,C,2.0,45.666666666666664,137.0,pass,1
402,15.0,17.0,90.0,11.0,Kathmandu,Male,B,6.0,39.333333333333336,118.0,fail,0
403,21.0,31.0,1.0,60.0,Biratnagar,Other,D,7.0,30.666666666666668,92.0,fail,0
404,19.0,95.0,34.0,32.0,Kathmandu,Other,C,1.0,53.666666666666664,161.0,pass,1
405,20.0,98.0,81.0,44.0,Pokhara,Other,D,3.0,74.33333333333333,223.0,pass,1
406,21.0,38.0,77.0,89.0,Biratnagar,Other,C,2.0,68.0,204.0,pass,1
407,17.0,45.0,19.0,91.0,Bhaktapur,Female,A,1.0,51.666666666666664,155.0,pass,1
408,24.0,28.0,81.0,68.0,Kathmandu,Male,C,5.0,59.0,177.0,pass,1
409,17.0,61.0,9.0,7.0,Lalitpur,Other,A,3.0,25.666666666666668,77.0,fail,0
410,19.0,92.0,24.0,24.0,Kathmandu,Female,D,5.0,46.666666666666664,140.0,pass,1
411,20.0,61.0,65.0,90.0,Bhaktapur,Other,C,1.0,72.0,216.0,pass,1
412,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
413,19.0,15.0,53.0,86.0,Bhaktapur,Female,A,5.0,51.333333333333336,154.0,pass,1
414,15.0,55.0,32.0,29.0,Lalitpur,Female,C,4.0,38.666666666666664,116.0,fail,0
415,18.0,9.0,35.0,46.0,Pokhara,Male,D,2.0,30.0,90.0,fail,0
416,19.0,29.0,94.0,86.0,Kathmandu,Male,A,7.0,69.66666666666667,209.0,pass,1
417,24.0,24.0,13.0,48.0,Biratnagar,Other,D,6.0,28.333333333333332,85.0,fail,0
418,24.0,83.0,64.0,46.0,Pokhara,Other,B,2.0,64.33333333333333,193.0,pass,1
419,19.0,4.0,79.0,83.0,Bhaktapur,Male,A,5.0,55.333333333333336,166.0,pass,1
420,21.0,64.0,53.0,81.0,Biratnagar,Male,A,3.0,66.0,198.0,pass,1
421,18.0,93.0,51.0,17.0,Pokhara,Female,A,4.0,53.666666666666664,161.0,pass,1
422,15.0,48.0,2.0,65.0,Biratnagar,Male,C,4.0,38.333333333333336,115.0,fail,0
423,19.0,2.0,98.0,67.0,Lalitpur,Male,C,6.0,55.666666666666664,167.0,pass,1
424,21.0,44.0,40.0,93.0,Lalitpur,Other,C,4.0,59.0,177.0,pass,1
425,24.0,13.0,5.0,32.0,Kathmandu,Male,B,2.0,16.666666666666668,50.0,fail,0
426,24.0,29.0,24.0,35.0,Kathmandu,Other,B,9.0,29.333333333333332,88.0,fail,0
427,20.0,67.0,12.0,81.0,Lalitpur,Male,A,4.0,53.333333333333336,160.0,pass,1
428,19.0,17.0,97.0,18.0,Biratnagar,Female,B,6.0,44.0,132.0,pass,1
429,18.0,61.0,7.0,27.0,Lalitpur,Male,D,4.0,31.666666666666668,95.0,fail,0
430,16.0,36.0,20.0,39.0,Kathmandu,Male,A,4.0,31.666666666666668,95.0,fail,0
431,18.0,24.0,97.0,83.0,Lalitpur,Male,A,8.0,68.0,204.0,pass,1
432,24.0,47.0,67.0,96.0,Lalitpur,Other,D,2.0,70.0,210.0,pass,1
433,24.0,64.0,24.0,75.0,Biratnagar,Female,A,5.0,54.333333333333336,163.0,pass,1
434,17.0,52.0,78.0,14.0,Pokhara,Male,B,0.0,48.0,144.0,pass,1
435,24.0,78.0,67.0,40.0,Kathmandu,Other,C,9.0,61.666666666666664,185.0,pass,1
436,15.0,72.0,44.0,38.0,Biratnagar,Female,D,4.0,51.333333333333336,154.0,pass,1
437,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
438,19.0,48.0,11.0,62.0,Lalitpur,Other,D,4.0,40.333333333333336,121.0,pass,1
439,18.0,87.0,31.0,28.0,Pokhara,Female,D,8.0,48.666666666666664,146.0,pass,1
440,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
441,21.0,11.0,91.0,65.0,Kathmandu,Other,A,7.0,55.666666666666664,167.0,pass,1
442,16.0,58.0,12.0,50.0,Bhaktapur,Other,B,9.0,40.0,120.0,pass,1
443,15.0,36.0,30.0,74.0,Kathmandu,Male,D,7.0,46.666666666666664,140.0,pass,1
444,18.0,60.0,77.0,76.0,Pokhara,Male,A,2.0,71.0,213.0,pass,1
445,22.0,42.0,19.0,9.0,Bhaktapur,Female,A,6.0,23.333333333333332,70.0,fail,0
446,16.0,69.0,17.0,13.0,Bhaktapur,Female,D,6.0,33.0,99.0,fail,0
447,17.0,38.0,92.0,81.0,Lalitpur,Female,B,9.0,70.33333333333333,211.0,pass,1
448,15.0,55.0,59.0,50.0,Lalitpur,Male,B,5.0,54.666666666666664,164.0,pass,1
449,15.0,62.0,62.0,72.0,Kathmandu,Other,D,6.0,65.33333333333333,196.0,pass,1
450,17.0,45.0,5.0,38.0,Bhaktapur,Other,B,1.0,29.333333333333332,88.0,fail,0
451,19.0,87.0,31.0,27.0,Lalitpur,Female,A,8.0,48.333333333333336,145.0,pass,1
452,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
453,15.0,61.0,42.0,83.0,Lalitpur,Other,A,9.0,62.0,186.0,pass,1
454,15.0,76.0,1.0,69.0,Lalitpur,Female,C,0.0,48.666666666666664,146.0,pass,1
455,22.0,97.0,59.0,26.0,Bhaktapur,Other,C,0.0,60.666666666666664,182.0,pass,1
456,24.0,24.0,22.0,1.0,Bhaktapur,Other,B,2.0,15.666666666666666,47.0,fail,0
457,16.0,70.0,82.0,92.0,Biratnagar,Male,C,2.0,81.33333333333333,244.0,pass,1
458,17.0,51.0,30.0,37.0,Pokhara,Male,A,0.0,39.333333333333336,118.0,fail,0
459,16.0,3.0,4.0,2.0,Bhaktapur,Other,C,6.0,3.0,9.0,fail,0
460,17.0,58.0,82.0,15.0,Kathmandu,Female,A,3.0,51.666666666666664,155.0,pass,1
461,21.0,71.0,33.0,93.0,Pokhara,Male,B,9.0,65.66666666666667,197.0,pass,1
462,15.0,19.0,9.0,39.0,Pokhara,Other,B,1.0,22.333333333333332,67.0,fail,0
463,24.0,92.0,88.0,1.0,Bhaktapur,Male,A,9.0,60.333333333333336,181.0,pass,1
464,22.0,62.0,1.0,80.0,Pokhara,Male,C,4.0,47.666666666666664,143.0,pass,1
465,24.0,53.0,10.0,40.0,Bhaktapur,Male,B,5.0,34.333333333333336,103.0,fail,0
466,24.0,73.0,49.0,11.0,Lalitpur,Other,D,8.0,44.333333333333336,133.0,pass,1
467,24.0,97.0,30.0,34.0,Biratnagar,Female,B,3.0,53.666666666666664,161.0,pass,1
468,16.0,56.0,55.0,64.0,Lalitpur,Female,C,1.0,58.333333333333336,175.0,pass,1
469,17.0,89.0,78.0,54.0,Bhaktapur,Female,D,4.0,73.66666666666667,221.0,pass,1
470,23.0,40.0,72.0,44.0,Bhaktapur,Male,C,2.0,52.0,156.0,pass,1
471,21.0,2.0,86.0,78.0,Lalitpur,Other,A,1.0,55.333333333333336,166.0,pass,1
472,18.0,5.0,82.0,89.0,Kathmandu,Male,D,0.0,58.666666666666664,176.0,pass,1
473,24.0,4.0,8.0,84.0,Kathmandu,Female,C,9.0,32.0,96.0,fail,0
474,19.0,4.0,98.0,61.0,Kathmandu,Female,D,1.0,54.333333333333336,163.0,pass,1
475,16.0,53.0,20.0,48.0,Bhaktapur,Other,C,5.0,40.333333333333336,121.0,pass,1
476,22.0,46.0,72.0,94.0,Pokhara,Male,D,7.0,70.66666666666667,212.0,pass,1
477,18.0,86.0,27.0,24.0,Bhaktapur,Female,C,2.0,45.666666666666664,137.0,pass,1
478,23.0,48.0,61.0,22.0,Pokhara,Other,A,8.0,43.666666666666664,131.0,pass,1
479,19.0,8.0,6.0,23.0,Lalitpur,Male,D,8.0,12.333333333333334,37.0,fail,0
480,23.0,98.0,79.0,37.0,Biratnagar,Male,D,1.0,71.33333333333333,214.0,pass,1
481,18.0,19.0,15.0,27.0,Pokhara,Female,D,7.0,20.333333333333332,61.0,fail,0
482,24.0,60.0,96.0,20.0,Kathmandu,Female,D,9.0,58.666666666666664,176.0,pass,1
483,19.0,34.0,3.0,53.0,Bhaktapur,Male,A,4.0,30.0,90.0,fail,0
484,23.0,49.0,3.0,17.0,Lalitpur,Male,D,3.0,23.0,69.0,fail,0
485,22.0,81.0,39.0,35.0,Kathmandu,Female,B,9.0,51.666666666666664,155.0,pass,1
486,17.0,61.0,16.0,98.0,Lalitpur,Male,A,4.0,58.333333333333336,175.0,pass,1
487,15.0,16.0,51.0,44.0,Biratnagar,Female,B,3.0,37.0,111.0,fail,0
488,17.0,87.0,92.0,72.0,Bhaktapur,Male,D,7.0,83.66666666666667,251.0,pass,1
489,18.0,2.0,51.0,52.0,Bhaktapur,Female,C,3.0,35.0,105.0,fail,0
490,16.0,31.0,35.0,29.0,Biratnagar,Other,B,9.0,31.666666666666668,95.0,fail,0
491,15.0,98.0,37.0,59.0,Bhaktapur,Female,D,5.0,64.66666666666667,194.0,pass,1
492,21.0,12.0,49.0,97.0,Pokhara,Female,B,1.0,52.666666666666664,158.0,pass,1
493,22.0,88.0,62.0,31.0,Lalitpur,Other,D,4.0,60.333333333333336,181.0,pass,1
494,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
495,19.0,67.0,61.0,66.0,Biratnagar,Other,D,4.0,64.66666666666667,194.0,pass,1
496,15.0,13.0,98.0,27.0,Pokhara,Female,C,1.0,46.0,138.0,pass,1
497,21.0,97.0,6.0,43.0,Kathmandu,Male,B,6.0,48.666666666666664,146.0,pass,1
498,21.0,10.0,26.0,78.0,Kathmandu,Other,A,3.0,38.0,114.0,fail,0
499,23.0,55.0,91.0,40.0,Biratnagar,Male,A,7.0,62.0,186.0,pass,1
500,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
501,23.0,91.0,13.0,22.0,Kathmandu,Other,A,6.0,42.0,126.0,pass,1
502,15.0,28.0,70.0,74.0,Kathmandu,Male,D,8.0,57.333333333333336,172.0,pass,1
503,15.0,8.0,85.0,47.0,Pokhara,Other,B,0.0,46.666666666666664,140.0,pass,1
504,18.0,66.0,4.0,31.0,Bhaktapur,Female,B,9.0,33.666666666666664,101.0,fail,0
505,23.0,24.0,54.0,56.0,Kathmandu,Male,C,5.0,44.666666666666664,134.0,pass,1
506,20.0,97.0,1.0,99.0,Lalitpur,Female,B,5.0,65.66666666666667,197.0,pass,1
507,17.0,75.0,61.0,32.0,Pokhara,Female,B,5.0,56.0,168.0,pass,1
508,15.0,41.0,90.0,23.0,Kathmandu,Male,B,5.0,51.333333333333336,154.0,pass,1
509,18.0,8.0,20.0,38.0,Biratnagar,Other,C,9.0,22.0,66.0,fail,0
510,23.0,78.0,78.0,33.0,Lalitpur,Male,A,6.0,63.0,189.0,pass,1
511,17.0,39.0,20.0,55.0,Kathmandu,Female,B,9.0,38.0,114.0,fail,0
512,23.0,24.0,9.0,27.0,Lalitpur,Female,C,5.0,20.0,60.0,fail,0
513,21.0,4.0,86.0,36.0,Lalitpur,Other,C,0.0,42.0,126.0,pass,1
514,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
515,17.0,58.0,38.0,67.0,Lalitpur,Female,C,1.0,54.333333333333336,163.0,pass,1
516,24.0,97.0,4.0,36.0,Bhaktapur,Female,A,5.0,45.666666666666664,137.0,pass,1
517,19.0,87.0,64.0,55.0,Pokhara,Female,B,7.0,68.66666666666667,206.0,pass,1
518,19.0,78.0,12.0,64.0,Bhaktapur,Other,C,2.0,51.333333333333336,154.0,pass,1
519,17.0,37.0,84.0,64.0,Biratnagar,Female,A,9.0,61.666666666666664,185.0,pass,1
520,23.0,71.0,89.0,46.0,Kathmandu,Female,C,7.0,68.66666666666667,206.0,pass,1
521,18.0,4.0,84.0,19.0,Pokhara,Male,C,7.0,35.666666666666664,107.0,fail,0
522,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
523,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
524,19.0,17.0,44.0,73.0,Bhaktapur,Female,C,5.0,44.666666666666664,134.0,pass,1
525,21.0,69.0,31.0,59.0,Kathmandu,Male,A,4.0,53.0,159.0,pass,1
526,23.0,36.0,35.0,17.0,Bhaktapur,Other,B,8.0,29.333333333333332,88.0,fail,0
527,21.0,59.0,80.0,91.0,Lalitpur,Other,B,6.0,76.66666666666667,230.0,pass,1
528,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
529,24.0,76.0,59.0,42.0,Pokhara,Other,B,0.0,59.0,177.0,pass,1
530,24.0,27.0,10.0,94.0,Kathmandu,Other,A,1.0,43.666666666666664,131.0,pass,1
531,21.0,68.0,62.0,90.0,Bhaktapur,Other,D,7.0,73.33333333333333,220.0,pass,1
532,24.0,76.0,20.0,10.0,Kathmandu,Other,D,8.0,35.333333333333336,106.0,fail,0
533,19.0,80.0,51.0,48.0,Kathmandu,Other,A,3.0,59.666666666666664,179.0,pass,1
534,17.0,39.0,54.0,37.0,Lalitpur,Male,A,9.0,43.333333333333336,130.0,pass,1
535,21.0,44.0,25.0,63.0,Lalitpur,Other,C,9.0,44.0,132.0,pass,1
536,16.0,95.0,67.0,68.0,Pokhara,Other,C,8.0,76.66666666666667,230.0,pass,1
537,23.0,61.0,33.0,7.0,Biratnagar,Other,C,3.0,33.666666666666664,101.0,fail,0
538,24.0,92.0,51.0,33.0,Kathmandu,Female,B,9.0,58.666666666666664,176.0,pass,1
539,24.0,57.0,81.0,47.0,Biratnagar,Male,C,9.0,61.666666666666664,185.0,pass,1
540,15.0,66.0,98.0,55.0,Pokhara,Male,D,9.0,73.0,219.0,pass,1
541,20.0,55.0,92.0,75.0,Kathmandu,Male,B,8.0,74.0,222.0,pass,1
542,21.0,39.0,51.0,64.0,Kathmandu,Other,C,6.0,51.333333333333336,154.0,pass,1
543,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
544,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
545,23.0,90.0,41.0,49.0,Lalitpur,Male,C,3.0,60.0,180.0,pass,1
546,16.0,76.0,20.0,68.0,Bhaktapur,Other,D,7.0,54.666666666666664,164.0,pass,1
547,24.0,32.0,41.0,29.0,Biratnagar,Male,D,6.0,34.0,102.0,fail,0
548,16.0,5.0,12.0,87.0,Lalitpur,Female,D,6.0,34.666666666666664,104.0,fail,0
549,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
550,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
551,20.0,79.0,8.0,74.0,Kathmandu,Male,C,4.0,53.666666666666664,161.0,pass,1
552,17.0,39.0,40.0,44.0,Bhaktapur,Other,D,1.0,41.0,123.0,pass,1
553,22.0,91.0,0.0,3.0,Lalitpur,Other,C,1.0,31.333333333333332,94.0,fail,0
554,15.0,96.0,1.0,25.0,Lalitpur,Female,D,0.0,40.666666666666664,122.0,pass,1
555,20.0,58.0,59.0,26.0,Lalitpur,Other,A,4.0,47.666666666666664,143.0,pass,1
556,18.0,58.0,47.0,45.0,Bhaktapur,Female,B,1.0,50.0,150.0,pass,1
557,15.0,47.0,28.0,63.0,Pokhara,Male,A,3.0,46.0,138.0,pass,1
